AuthorID,Author,Date,Content,Attachments,Reactions
"1278564815102808175","Alura","2024-09-06T00:52:23.5660000-03:00","Novo projeto recebido!","","⭐ (63)"
"1278564815102808175","Alura","2024-09-06T00:57:25.7390000-03:00","Novo projeto recebido!","","⭐ (33)"
"1278564815102808175","Alura","2024-09-06T01:00:52.4310000-03:00","Novo projeto recebido!","","⭐ (10)"
"1278564815102808175","Alura","2024-09-06T01:18:27.2920000-03:00","Novo projeto recebido!","","⭐ (35)"
"1278564815102808175","Alura","2024-09-06T01:22:24.6870000-03:00","Novo projeto recebido!","","⭐ (10)"
"1278564815102808175","Alura","2024-09-06T02:05:15.0910000-03:00","Novo projeto recebido!","","⭐ (11)"
"1278564815102808175","Alura","2024-09-06T02:20:57.6110000-03:00","Novo projeto recebido!","","⭐ (25)"
"1278564815102808175","Alura","2024-09-06T02:27:15.7500000-03:00","Novo projeto recebido!","","⭐ (73)"
"1278564815102808175","Alura","2024-09-06T02:55:33.1210000-03:00","Novo projeto recebido!","","⭐ (12)"
"1278564815102808175","Alura","2024-09-06T03:05:41.6900000-03:00","Novo projeto recebido!","","⭐ (10)"
"1278564815102808175","Alura","2024-09-06T03:06:23.4960000-03:00","Novo projeto recebido!","","⭐ (22)"
"1278564815102808175","Alura","2024-09-06T03:06:45.2870000-03:00","Novo projeto recebido!","","⭐ (10)"
"1278564815102808175","Alura","2024-09-06T03:07:38.4200000-03:00","Novo projeto recebido!","","⭐ (28)"
"1278564815102808175","Alura","2024-09-06T03:53:02.7000000-03:00","Novo projeto recebido!","","⭐ (14)"
"1278564815102808175","Alura","2024-09-06T04:02:57.3730000-03:00","Novo projeto recebido!","","⭐ (14)"
"1278564815102808175","Alura","2024-09-06T04:50:20.2280000-03:00","Novo projeto recebido!","","⭐ (116)"
"1278564815102808175","Alura","2024-09-06T05:45:05.7820000-03:00","Novo projeto recebido!","","⭐ (18)"
"1278564815102808175","Alura","2024-09-06T06:12:48.0660000-03:00","Novo projeto recebido!","","⭐ (21)"
"1278564815102808175","Alura","2024-09-06T07:36:49.0470000-03:00","Novo projeto recebido!","","⭐ (17)"
"1278564815102808175","Alura","2024-09-06T07:51:31.1420000-03:00","Novo projeto recebido!","","⭐ (12)"
"1278564815102808175","Alura","2024-09-06T07:51:35.9130000-03:00","Novo projeto recebido!","","⭐ (43)"
"1278564815102808175","Alura","2024-09-06T08:15:40.2690000-03:00","Novo projeto recebido!","","⭐ (12)"
"1278564815102808175","Alura","2024-09-06T08:26:53.6100000-03:00","Novo projeto recebido!","","⭐ (84)"
"1278564815102808175","Alura","2024-09-06T08:40:55.4520000-03:00","Novo projeto recebido!","","⭐ (15)"
"1278564815102808175","Alura","2024-09-06T08:42:45.9380000-03:00","Novo projeto recebido!","","⭐ (13)"
"1278564815102808175","Alura","2024-09-06T08:44:49.5620000-03:00","Novo projeto recebido!","","⭐ (7)"
"1278564815102808175","Alura","2024-09-06T09:21:37.4710000-03:00","Novo projeto recebido!","","⭐ (13)"
"1278564815102808175","Alura","2024-09-06T09:36:00.6740000-03:00","Novo projeto recebido!","","⭐ (13)"
"1278564815102808175","Alura","2024-09-06T09:45:00.4480000-03:00","Novo projeto recebido!","","⭐ (10)"
"1278564815102808175","Alura","2024-09-06T09:46:06.3420000-03:00","Novo projeto recebido!","","⭐ (13)"
"1278564815102808175","Alura","2024-09-06T09:48:50.2740000-03:00","Novo projeto recebido!","","⭐ (26)"
"1278564815102808175","Alura","2024-09-06T09:54:57.5340000-03:00","Novo projeto recebido!","","⭐ (12)"
"1278564815102808175","Alura","2024-09-06T09:56:47.4130000-03:00","Novo projeto recebido!","","⭐ (10)"
"1278564815102808175","Alura","2024-09-06T09:57:37.8390000-03:00","Novo projeto recebido!","","⭐ (11)"
"1278564815102808175","Alura","2024-09-06T10:08:24.0970000-03:00","Novo projeto recebido!","","⭐ (10)"
"1278564815102808175","Alura","2024-09-06T10:15:05.9010000-03:00","Novo projeto recebido!","","⭐ (15)"
"1278564815102808175","Alura","2024-09-06T10:20:16.1850000-03:00","Novo projeto recebido!","","⭐ (11)"
"1278564815102808175","Alura","2024-09-06T10:26:50.9500000-03:00","Novo projeto recebido!","","⭐ (105)"
"1278564815102808175","Alura","2024-09-06T10:26:55.5160000-03:00","Novo projeto recebido!","","⭐ (16)"
"1278564815102808175","Alura","2024-09-06T10:42:44.4610000-03:00","Novo projeto recebido!","","⭐ (11)"
